time ~/seamc castle-20.tif OUT-castle-20.tif -143
0.000000 sec this iteration (472)
0.000000 sec this iteration (471)
0.000000 sec this iteration (470)
0.000000 sec this iteration (469)
0.000000 sec this iteration (468)
0.000000 sec this iteration (467)
1.000000 sec this iteration (466)
0.000000 sec this iteration (465)
0.000000 sec this iteration (464)
0.000000 sec this iteration (463)
0.000000 sec this iteration (462)
0.000000 sec this iteration (461)
0.000000 sec this iteration (460)
0.000000 sec this iteration (459)
0.000000 sec this iteration (458)
0.000000 sec this iteration (457)
0.000000 sec this iteration (456)
0.000000 sec this iteration (455)
0.000000 sec this iteration (454)
0.000000 sec this iteration (453)
0.000000 sec this iteration (452)
0.000000 sec this iteration (451)
0.000000 sec this iteration (450)
0.000000 sec this iteration (449)
0.000000 sec this iteration (448)
0.000000 sec this iteration (447)
0.000000 sec this iteration (446)
0.000000 sec this iteration (445)
0.000000 sec this iteration (444)
0.000000 sec this iteration (443)
0.000000 sec this iteration (442)
0.000000 sec this iteration (441)
0.000000 sec this iteration (440)
0.000000 sec this iteration (439)
0.000000 sec this iteration (438)
0.000000 sec this iteration (437)
0.000000 sec this iteration (436)
0.000000 sec this iteration (435)
0.000000 sec this iteration (434)
0.000000 sec this iteration (433)
1.000000 sec this iteration (432)
0.000000 sec this iteration (431)
0.000000 sec this iteration (430)
castle-60.tif -> OUT-castle-60.tif (-428 x 0)
(w x h) IN: 857 x 581  OUT: 429 x 581

real	0m17.816s
user	0m17.789s
sys	0m0.020s
time ~/seamc castle-80.tif OUT-castle-80.tif -571
0.000000 sec this iteration (1142)
0.000000 sec this iteration (1141)
0.000000 sec this iteration (1140)
0.000000 sec this iteration (1139)
0.000000 sec this iteration (1138)
0.000000 sec this iteration (1137)
0.000000 sec this iteration (1136)
0.000000 sec this iteration (1135)
1.000000 sec this iteration (1134)
0.000000 sec this iteration (1133)
0.000000 sec this iteration (1132)
0.000000 sec this iteration (1131)
0.000000 sec this iteration (1130)
0.000000 sec this iteration (1129)
0.000000 sec this iteration (1128)
0.000000 sec this iteration (1127)
0.000000 sec this iteration (1126)
0.000000 sec this iteration (1125)
0.000000 sec this iteration (1124)
1.000000 sec this iteration (1123)
0.000000 sec this iteration (1122)
0.000000 sec this iteration (1121)
0.000000 sec this iteration (1120)
0.000000 sec this iteration (1119)
0.000000 sec this iteration (1118)
0.000000 sec this iteration (1117)
0.000000 sec this iteration (1116)
0.000000 sec this iteration (1115)
0.000000 sec this iteration (1114)
0.000000 sec this iteration (1113)
1.000000 sec this iteration (1112)
0.000000 sec this iteration (1111)
0.000000 sec this iteration (1110)
0.000000 sec this iteration (1109)
0.000000 sec this iteration (1108)
0.000000 sec this iteration (1107)
0.000000 sec this iteration (1106)
0.000000 sec this iteration (1105)
0.000000 sec this iteration (1104)
0.000000 sec this iteration (1103)
1.000000 sec this iteration (1102)
0.000000 sec this iteration (1101)
